x,y
30.29680458044658,25.645306953445925
90.43843175390388,96.78422508439395
35.892715127970654,2.2997811596434437
34.59239033351507,40.08193435496052
39.051705070155954,58.25611524702929
54.69544362517369,82.81513974491622
72.12744466105947,13.85678450475446
21.200583247606698,26.514607321001026
53.414968405662435,39.255035302656935
6.2013387037329615,91.98279572551273
41.20583305754706,89.91630849526331
78.08520031454019,2.9819625285157803
88.77779767386986,44.758027466685625
79.14155011418492,81.48675214348651
72.9166158156088,30.178195549145105
68.6812607343578,76.57653383032209
81.60438574027935,6.543530343294046
46.717405029323444,55.70273515270557
13.718448006861738,1.8997979066186388
88.00239017079329,37.31234498450936
73.23028040369152,35.288751462518164
0.8743243259598521,50.6074652216637
31.637372880982095,51.660646816843446
46.83816618549079,26.682435604770728
89.14652718118148,61.93676174208912
94.9298500722728,49.59691184236343
40.133658852347544,97.55878858956599
73.00110653187555,38.218662373814226
53.171101038079726,3.24705694957369
68.74154811773482,16.52255959212522
